time(s),ch0(V),ch1(V),ch2(V),ch3(V)
0.8328,2.19299316,,,
0.833,2.19268799,,,
0.8332,2.19299316,,,
0.8334,2.19299316,,,
0.8336,2.19299316,,,
0.8338,2.19299316,,,
0.834,2.19299316,,,
0.8342,2.19299316,,,
0.8344,2.19299316,,,
0.8346,2.19268799,,,
0.8348,2.19299316,,,
0.835,2.19299316,,,
0.8352,2.19299316,,,
0.8354,2.19268799,,,
0.8356,2.19268799,,,
0.8358,2.19299316,,,
0.836,2.19299316,,,
0.8362,2.19299316,,,
0.8364,2.19299316,,,
0.8366,2.19299316,,,
0.8368,2.19299316,,,
0.837,2.19299316,,,
0.8372,2.19268799,,,
0.8374,2.19299316,,,
0.8376,2.19268799,,,
0.8378,2.19299316,,,
0.838,2.19299316,,,
0.8382,2.19299316,,,
0.8384,2.19268799,,,
0.8386,2.19299316,,,
0.8388,2.19299316,,,
0.839,2.19268799,,,
0.8392,2.19299316,,,
0.8394,2.19299316,,,
0.8396,2.19299316,,,
0.8398,2.19299316,,,
0.84,2.19299316,,,
0.8402,2.19299316,,,
0.8404,2.19268799,,,
0.8406,2.19268799,,,
0.8408,2.19299316,,,
0.841,2.19268799,,,
0.8412,2.19299316,,,
0.8414,2.19299316,,,
0.8416,2.19299316,,,
0.8418,2.19268799,,,
0.842,2.19299316,,,
0.8422,2.19299316,,,
0.8424,2.19299316,,,
0.8426,2.19299316,,,
0.8428,2.19299316,,,
0.843,2.19268799,,,
0.8432,2.19299316,,,
0.8434,2.19268799,,,
0.8436,2.19299316,,,
0.8438,2.19299316,,,
0.844,2.19299316,,,
0.8442,2.19299316,,,
0.8444,2.19268799,,,
0.8446,2.19299316,,,
0.8448,2.19268799,,,
0.845,2.19299316,,,
0.8452,2.19299316,,,
0.8454,2.19299316,,,
0.8456,2.19299316,,,
0.8458,2.19299316,,,
0.846,2.19268799,,,
0.8462,2.19299316,,,
0.8464,2.19299316,,,
0.8466,2.19299316,,,
0.8468,2.19268799,,,
0.847,2.19299316,,,
0.8472,2.19299316,,,
0.8474,2.19268799,,,
0.8476,2.19299316,,,
0.8478,2.19299316,,,
0.848,2.19268799,,,
0.8482,2.19299316,,,
0.8484,2.19268799,,,
0.8486,2.19299316,,,
0.8488,2.19299316,,,
0.849,2.19299316,,,
0.8492,2.19299316,,,
0.8494,2.19299316,,,
0.8496,2.19299316,,,
0.8498,2.19268799,,,
0.85,2.19268799,,,
0.8502,2.19299316,,,
0.8504,2.19299316,,,
0.8506,2.19299316,,,
0.8508,2.19299316,,,
0.851,2.19299316,,,
0.8512,2.19268799,,,
0.8514,2.19299316,,,
0.8516,2.19299316,,,
0.8518,2.19299316,,,
0.852,2.19299316,,,
0.8522,2.19299316,,,
0.8524,2.19299316,,,
0.8526,2.19299316,,,
0.8528,2.19299316,,,
0.853,2.19268799,,,
0.8532,2.19299316,,,
0.8534,2.19268799,,,
0.8536,2.19299316,,,
0.8538,2.19299316,,,
0.854,2.19268799,,,
0.8542,2.19268799,,,
0.8544,2.19299316,,,
0.8546,2.19268799,,,
0.8548,2.19299316,,,
0.855,2.19299316,,,
0.8552,2.19268799,,,
0.8554,2.19299316,,,
0.8556,2.19299316,,,
0.8558,2.19268799,,,
0.856,2.19299316,,,
0.8562,2.19299316,,,
0.8564,2.19299316,,,
0.8566,2.19268799,,,
0.8568,2.19299316,,,
0.857,2.19299316,,,
0.8572,2.19268799,,,
0.8574,2.19268799,,,
0.8576,2.19299316,,,
0.8578,2.19299316,,,
0.858,2.19268799,,,
0.8582,2.19299316,,,
0.8584,2.19299316,,,
0.8586,2.19299316,,,
0.8588,2.19299316,,,
0.859,2.19299316,,,
0.8592,2.19268799,,,
0.8594,2.19299316,,,
0.8596,2.19299316,,,
0.8598,2.19299316,,,
0.86,2.19299316,,,
0.8602,2.19299316,,,
0.8604,2.19299316,,,
0.8606,2.19299316,,,
0.8608,2.19299316,,,
0.861,2.19299316,,,
0.8612,2.19299316,,,
0.8614,2.19299316,,,
0.8616,2.19299316,,,
0.8618,2.19268799,,,
0.862,2.19299316,,,
0.8622,2.19268799,,,
0.8624,2.19268799,,,
0.8626,2.19299316,,,
0.8628,2.19299316,,,
0.863,2.19299316,,,
0.8632,2.19299316,,,
0.8634,2.19299316,,,
0.8636,2.19299316,,,
0.8638,2.19299316,,,
0.864,2.19299316,,,
0.8642,2.19299316,,,
0.8644,2.19299316,,,
0.8646,2.19299316,,,
0.8648,2.19268799,,,
0.865,2.19299316,,,
0.8652,2.19268799,,,
0.8654,2.19299316,,,
0.8656,2.19299316,,,
0.8658,2.19299316,,,
0.866,2.19299316,,,
0.8662,2.19299316,,,
0.8664,2.19299316,,,
0.8666,2.19268799,,,
0.8668,2.19299316,,,
0.867,2.19299316,,,
0.8672,2.19299316,,,
0.8674,2.19299316,,,
0.8676,2.19268799,,,
0.8678,2.19268799,,,
0.868,2.19268799,,,
0.8682,2.19268799,,,
0.8684,2.19299316,,,
0.8686,2.19268799,,,
0.8688,2.19299316,,,
0.869,2.19299316,,,
0.8692,2.19268799,,,
0.8694,2.19299316,,,
0.8696,2.19299316,,,
0.8698,2.19299316,,,
0.87,2.19268799,,,
0.8702,2.19299316,,,
0.8704,2.19299316,,,
0.8706,2.19299316,,,
0.8708,2.19299316,,,
0.871,2.19299316,,,
0.8712,2.19299316,,,
0.8714,2.19299316,,,
0.8716,2.19299316,,,
0.8718,2.19299316,,,
0.872,2.19299316,,,
0.8722,2.19299316,,,
0.8724,2.19299316,,,
0.8726,2.19299316,,,
0.8728,2.19299316,,,
0.873,2.19268799,,,
0.8732,2.19268799,,,
0.8734,2.19299316,,,
0.8736,2.19268799,,,
0.8738,2.19299316,,,
0.874,2.19299316,,,
0.8742,2.19268799,,,
0.8744,2.19299316,,,
0.8746,2.19299316,,,
0.8748,2.19268799,,,
0.875,2.19299316,,,
0.8752,2.19268799,,,
0.8754,2.19299316,,,
0.8756,2.19299316,,,
0.8758,2.19299316,,,
0.876,2.19299316,,,
0.8762,2.19299316,,,
0.8764,2.19299316,,,
0.8766,2.19299316,,,
0.8768,2.19299316,,,
0.877,2.19299316,,,
0.8772,2.19299316,,,
0.8774,2.19299316,,,
0.8776,2.19299316,,,
0.8778,2.19299316,,,
0.878,2.19299316,,,
0.8782,2.19299316,,,
0.8784,2.19299316,,,
0.8786,2.19299316,,,
0.8788,2.19299316,,,
0.879,2.19299316,,,
0.8792,2.19299316,,,
0.8794,2.19299316,,,
0.8796,2.19299316,,,
0.8798,2.19299316,,,
0.88,2.19299316,,,
0.8802,2.19299316,,,
0.8804,2.19299316,,,
0.8806,2.19268799,,,
0.8808,2.19299316,,,
0.881,2.19299316,,,
0.8812,2.19268799,,,
0.8814,2.19299316,,,
0.8816,2.19299316,,,
0.8818,2.19299316,,,
0.882,2.19268799,,,
0.8822,2.19268799,,,
0.8824,2.19299316,,,
0.8826,2.19268799,,,
0.8828,2.19299316,,,
0.883,2.19299316,,,
0.8832,2.19299316,,,
0.8834,2.19299316,,,
0.8836,2.19299316,,,
0.8838,2.19268799,,,
0.884,2.19299316,,,
0.8842,2.19299316,,,
0.8844,2.19299316,,,
0.8846,2.19268799,,,
0.8848,2.19299316,,,
0.885,2.19299316,,,
0.8852,2.19268799,,,
0.8854,2.19299316,,,
0.8856,2.19299316,,,
0.8858,2.19299316,,,
0.886,2.19299316,,,
0.8862,2.19299316,,,
0.8864,2.19268799,,,
0.8866,2.19268799,,,
0.8868,2.19299316,,,
0.887,2.19268799,,,
0.8872,2.19299316,,,
0.8874,2.19299316,,,
0.8876,2.19299316,,,
0.8878,2.19299316,,,
0.888,2.19268799,,,
0.8882,2.19299316,,,
0.8884,2.19268799,,,
0.8886,2.19268799,,,
0.8888,2.19299316,,,
0.889,2.19299316,,,
0.8892,2.19299316,,,
0.8894,2.19299316,,,
0.8896,2.19268799,,,
0.8898,2.19299316,,,
0.89,2.19299316,,,
0.8902,2.19299316,,,
0.8904,2.19268799,,,
0.8906,2.19299316,,,
0.8908,2.19299316,,,
0.891,2.19299316,,,
0.8912,2.19299316,,,
0.8914,2.19299316,,,
0.8916,2.19299316,,,
0.8918,2.19299316,,,
0.892,2.19299316,,,
0.8922,2.19268799,,,
0.8924,2.19299316,,,
0.8926,2.19299316,,,
0.8928,2.19299316,,,
0.893,2.19299316,,,
0.8932,2.19268799,,,
0.8934,2.19299316,,,
0.8936,2.19268799,,,
0.8938,2.19299316,,,
0.894,2.19299316,,,
0.8942,2.19299316,,,
0.8944,2.19299316,,,
0.8946,2.19299316,,,
0.8948,2.19299316,,,
0.895,2.19299316,,,
0.8952,2.19299316,,,
0.8954,2.19299316,,,
0.8956,2.19299316,,,
0.8958,2.19299316,,,
0.896,2.19299316,,,
0.8962,2.19299316,,,
0.8964,2.19299316,,,
0.8966,2.19299316,,,
0.8968,2.19299316,,,
0.897,2.19299316,,,
0.8972,2.19299316,,,
0.8974,2.19299316,,,
0.8976,2.19299316,,,
0.8978,2.19299316,,,
0.898,2.19299316,,,
0.8982,2.19299316,,,
0.8984,2.19268799,,,
0.8986,2.19299316,,,
0.8988,2.19299316,,,
0.899,2.19299316,,,
0.8992,2.19268799,,,
0.8994,2.19299316,,,
0.8996,2.19268799,,,
0.8998,2.19268799,,,
0.9,2.19299316,,,
0.9002,2.19299316,,,
0.9004,2.19299316,,,
0.9006,2.19299316,,,
0.9008,2.19268799,,,
0.901,2.19268799,,,
0.9012,2.19268799,,,
0.9014,2.19299316,,,
0.9016,2.19299316,,,
0.9018,2.19299316,,,
0.902,2.19299316,,,
0.9022,2.19299316,,,
0.9024,2.19268799,,,
0.9026,2.19299316,,,
0.9028,2.19268799,,,
0.903,2.19299316,,,
0.9032,2.19299316,,,
0.9034,2.19299316,,,
0.9036,2.19299316,,,
0.9038,2.19299316,,,
0.904,2.19268799,,,
0.9042,2.19299316,,,
0.9044,2.19299316,,,
0.9046,2.19268799,,,
0.9048,2.19299316,,,
0.905,2.19299316,,,
0.9052,2.19268799,,,
0.9054,2.19299316,,,
0.9056,2.19268799,,,
0.9058,2.19299316,,,
0.906,2.19268799,,,
0.9062,2.19299316,,,
0.9064,2.19299316,,,
0.9066,2.19299316,,,
0.9068,2.19299316,,,
0.907,2.19268799,,,
0.9072,2.19299316,,,
0.9074,2.19299316,,,
0.9076,2.19299316,,,
0.9078,2.19268799,,,
0.908,2.19299316,,,
0.9082,2.19299316,,,
0.9084,2.19299316,,,
0.9086,2.19299316,,,
0.9088,2.19299316,,,
0.909,2.19299316,,,
0.9092,2.19299316,,,
0.9094,2.19268799,,,
0.9096,2.19299316,,,
0.9098,2.19299316,,,
0.91,2.19268799,,,
0.9102,2.19299316,,,
0.9104,2.19268799,,,
0.9106,2.19299316,,,
0.9108,2.19268799,,,
0.911,2.19299316,,,
0.9112,2.19299316,,,
0.9114,2.19299316,,,
0.9116,2.19299316,,,
0.9118,2.19268799,,,
0.912,2.19268799,,,
0.9122,2.19299316,,,
0.9124,2.19299316,,,
0.9126,2.19299316,,,
0.9128,2.19268799,,,
0.913,2.19299316,,,
0.9132,2.19299316,,,
0.9134,2.19299316,,,
0.9136,2.19299316,,,
0.9138,2.19268799,,,
0.914,2.19299316,,,
0.9142,2.19268799,,,
0.9144,2.19299316,,,
0.9146,2.19299316,,,
0.9148,2.19299316,,,
0.915,2.19268799,,,
0.9152,2.19299316,,,
0.9154,2.19268799,,,
0.9156,2.19299316,,,
0.9158,2.19299316,,,
0.916,2.19299316,,,
0.9162,2.19299316,,,
0.9164,2.19268799,,,
0.9166,2.19299316,,,
0.9168,2.19268799,,,
0.917,2.19299316,,,
0.9172,2.19299316,,,
0.9174,2.19299316,,,
0.9176,2.19299316,,,
0.9178,2.19268799,,,
0.918,2.19268799,,,
0.9182,2.19299316,,,
0.9184,2.19268799,,,
0.9186,2.19299316,,,
0.9188,2.19299316,,,
0.919,2.19299316,,,
0.9192,2.19299316,,,
0.9194,2.19299316,,,
0.9196,2.19299316,,,
0.9198,2.19268799,,,
0.92,2.19268799,,,
0.9202,2.19268799,,,
0.9204,2.19268799,,,
0.9206,2.19299316,,,
0.9208,2.19299316,,,
0.921,2.19299316,,,
0.9212,2.19268799,,,
0.9214,2.19268799,,,
0.9216,2.19299316,,,
0.9218,2.19299316,,,
0.922,2.19268799,,,
0.9222,2.19268799,,,
0.9224,2.19299316,,,
0.9226,2.19299316,,,
0.9228,2.19299316,,,
0.923,2.19299316,,,
0.9232,2.19299316,,,
0.9234,2.19299316,,,
0.9236,2.19268799,,,
0.9238,2.19299316,,,
0.924,2.19299316,,,
0.9242,2.19299316,,,
0.9244,2.19299316,,,
0.9246,2.19299316,,,
0.9248,2.19299316,,,
0.925,2.19299316,,,
0.9252,2.19299316,,,
0.9254,2.19299316,,,
0.9256,2.19268799,,,
0.9258,2.19299316,,,
0.926,2.19299316,,,
0.9262,2.19268799,,,
0.9264,2.19299316,,,
0.9266,2.19299316,,,
0.9268,2.19299316,,,
0.927,2.19268799,,,
0.9272,2.19329834,,,
0.9274,2.19299316,,,
0.9276,2.19268799,,,
0.9278,2.19268799,,,
0.928,2.19299316,,,
0.9282,2.19299316,,,
0.9284,2.19299316,,,
0.9286,2.19299316,,,
0.9288,2.19299316,,,
0.929,2.19299316,,,
0.9292,2.19268799,,,
0.9294,2.19299316,,,
0.9296,2.19299316,,,
0.9298,2.19299316,,,
0.93,2.19299316,,,
0.9302,2.19268799,,,
0.9304,2.19268799,,,
0.9306,2.19299316,,,
0.9308,2.19299316,,,
0.931,2.19299316,,,
0.9312,2.19329834,,,
0.9314,2.19268799,,,
0.9316,2.19299316,,,
0.9318,2.19299316,,,
0.932,2.19268799,,,
0.9322,2.19299316,,,
0.9324,2.19299316,,,
0.9326,2.19268799,,,
0.9328,2.19299316,,,
0.933,2.19268799,,,
0.9332,2.19299316,,,
0.9334,2.19299316,,,
0.9336,2.19268799,,,
0.9338,2.19299316,,,
0.934,2.19299316,,,
0.9342,2.19268799,,,
0.9344,2.19299316,,,
0.9346,2.19268799,,,
0.9348,2.19299316,,,
0.935,2.19268799,,,
0.9352,2.19299316,,,
0.9354,2.19268799,,,
0.9356,2.19299316,,,
0.9358,2.19299316,,,
0.936,2.19299316,,,
0.9362,2.19268799,,,
0.9364,2.19268799,,,
0.9366,2.19299316,,,
0.9368,2.19299316,,,
0.937,2.19299316,,,
0.9372,2.19299316,,,
0.9374,2.19268799,,,
0.9376,2.19299316,,,
0.9378,2.19299316,,,
0.938,2.19299316,,,
0.9382,2.19268799,,,
0.9384,2.19299316,,,
0.9386,2.19268799,,,
0.9388,2.19299316,,,
0.939,2.19268799,,,
0.9392,2.19299316,,,
0.9394,2.19299316,,,
0.9396,2.19299316,,,
0.9398,2.19299316,,,
0.94,2.19299316,,,
0.9402,2.19299316,,,
0.9404,2.19299316,,,
0.9406,2.19268799,,,
0.9408,2.19299316,,,
0.941,2.19299316,,,
0.9412,2.19299316,,,
0.9414,2.19299316,,,
0.9416,2.19268799,,,
0.9418,2.19299316,,,
0.942,2.19268799,,,
0.9422,2.19299316,,,
0.9424,2.19299316,,,
0.9426,2.19268799,,,
0.9428,2.19299316,,,
0.943,2.19299316,,,
0.9432,2.19299316,,,
0.9434,2.19299316,,,
0.9436,2.19299316,,,
0.9438,2.19299316,,,
0.944,2.19299316,,,
0.9442,2.19299316,,,
0.9444,2.19268799,,,
0.9446,2.19299316,,,
0.9448,2.19268799,,,
0.945,2.19299316,,,
0.9452,2.19299316,,,
0.9454,2.19299316,,,
0.9456,2.19299316,,,
0.9458,2.19268799,,,
0.946,2.19299316,,,
0.9462,2.19299316,,,
0.9464,2.19299316,,,
0.9466,2.19268799,,,
0.9468,2.19268799,,,
0.947,2.19299316,,,
0.9472,2.19299316,,,
0.9474,2.19299316,,,
0.9476,2.19299316,,,
0.9478,2.19299316,,,
0.948,2.19299316,,,
0.9482,2.19268799,,,
0.9484,2.19299316,,,
0.9486,2.19299316,,,
0.9488,2.19268799,,,
0.949,2.19299316,,,
0.9492,2.19268799,,,
0.9494,2.19299316,,,
0.9496,2.19268799,,,
0.9498,2.19299316,,,
0.95,2.19299316,,,
0.9502,2.19299316,,,
0.9504,2.19299316,,,
0.9506,2.19299316,,,
0.9508,2.19299316,,,
0.951,2.19268799,,,
0.9512,2.19299316,,,
0.9514,2.19268799,,,
0.9516,2.19299316,,,
0.9518,2.19299316,,,
0.952,2.19299316,,,
0.9522,2.19268799,,,
0.9524,2.19299316,,,
0.9526,2.19299316,,,
0.9528,2.19299316,,,
0.953,2.19299316,,,
0.9532,2.19299316,,,
0.9534,2.19299316,,,
0.9536,2.19299316,,,
0.9538,2.19299316,,,
0.954,2.19299316,,,
0.9542,2.19299316,,,
0.9544,2.19268799,,,
0.9546,2.19299316,,,
0.9548,2.19268799,,,
0.955,2.19268799,,,
0.9552,2.19299316,,,
0.9554,2.19299316,,,
0.9556,2.19299316,,,
0.9558,2.19299316,,,
0.956,2.19299316,,,
0.9562,2.19299316,,,
0.9564,2.19299316,,,
0.9566,2.19299316,,,
0.9568,2.19268799,,,
0.957,2.19299316,,,
0.9572,2.19299316,,,
0.9574,2.19268799,,,
0.9576,2.19268799,,,
0.9578,2.19268799,,,
0.958,2.19268799,,,
0.9582,2.19299316,,,
0.9584,2.19299316,,,
0.9586,2.19299316,,,
0.9588,2.19299316,,,
0.959,2.19268799,,,
0.9592,2.19299316,,,
0.9594,2.19299316,,,
0.9596,2.19268799,,,
0.9598,2.19299316,,,
0.96,2.19268799,,,
0.9602,2.19268799,,,
0.9604,2.19299316,,,
0.9606,2.19299316,,,
0.9608,2.19299316,,,
0.961,2.19268799,,,
0.9612,2.19268799,,,
0.9614,2.19299316,,,
0.9616,2.19299316,,,
0.9618,2.19299316,,,
0.962,2.19299316,,,
0.9622,2.19299316,,,
0.9624,2.19299316,,,
0.9626,2.19268799,,,
0.9628,2.19268799,,,
0.963,2.19299316,,,
0.9632,2.19299316,,,
0.9634,2.19299316,,,
0.9636,2.19268799,,,
0.9638,2.19299316,,,
0.964,2.19268799,,,
0.9642,2.19299316,,,
0.9644,2.19299316,,,
0.9646,2.19299316,,,
0.9648,2.19299316,,,
0.965,2.19268799,,,
0.9652,2.19268799,,,
0.9654,2.19299316,,,
0.9656,2.19268799,,,
0.9658,2.19299316,,,
0.966,2.19299316,,,
0.9662,2.19268799,,,
0.9664,2.19299316,,,
0.9666,2.19299316,,,
0.9668,2.19299316,,,
0.967,2.19299316,,,
0.9672,2.19268799,,,
0.9674,2.19268799,,,
0.9676,2.19268799,,,
0.9678,2.19268799,,,
0.968,2.19299316,,,
0.9682,2.19299316,,,
0.9684,2.19299316,,,
0.9686,2.19299316,,,
0.9688,2.19299316,,,
0.969,2.19299316,,,
0.9692,2.19299316,,,
0.9694,2.19299316,,,
0.9696,2.19299316,,,
0.9698,2.19299316,,,
0.97,2.19268799,,,
0.9702,2.19299316,,,
0.9704,2.19268799,,,
0.9706,2.19268799,,,
0.9708,2.19299316,,,
0.971,2.19268799,,,
0.9712,2.19299316,,,
0.9714,2.19299316,,,
0.9716,2.19268799,,,
0.9718,2.19268799,,,
0.972,2.19299316,,,
0.9722,2.19299316,,,
0.9724,2.19299316,,,
0.9726,2.19299316,,,
0.9728,2.19299316,,,
0.973,2.19299316,,,
0.9732,2.19299316,,,
0.9734,2.19268799,,,
0.9736,2.19299316,,,
0.9738,2.19299316,,,
0.974,2.19299316,,,
0.9742,2.19299316,,,
0.9744,2.19268799,,,
0.9746,2.19299316,,,
0.9748,2.19299316,,,
0.975,2.19299316,,,
0.9752,2.19268799,,,
0.9754,2.19299316,,,
0.9756,2.19299316,,,
0.9758,2.19268799,,,
0.976,2.19299316,,,
0.9762,2.19299316,,,
0.9764,2.19299316,,,
0.9766,2.19299316,,,
0.9768,2.19299316,,,
0.977,2.19299316,,,
0.9772,2.19299316,,,
0.9774,2.19268799,,,
0.9776,2.19299316,,,
0.9778,2.19268799,,,
0.978,2.19299316,,,
0.9782,2.19299316,,,
0.9784,2.19299316,,,
0.9786,2.19299316,,,
0.9788,2.19299316,,,
0.979,2.19299316,,,
0.9792,2.19299316,,,
0.9794,2.19299316,,,
0.9796,2.19268799,,,
0.9798,2.19299316,,,
0.98,2.19299316,,,
0.9802,2.19299316,,,
0.9804,2.19299316,,,
0.9806,2.19268799,,,
0.9808,2.19268799,,,
0.981,2.19299316,,,
0.9812,2.19299316,,,
0.9814,2.19268799,,,
0.9816,2.19299316,,,
0.9818,2.19299316,,,
0.982,2.19299316,,,
0.9822,2.19268799,,,
0.9824,2.19299316,,,
0.9826,2.19268799,,,
0.9828,2.19299316,,,
0.983,2.19299316,,,
0.9832,2.19268799,,,
0.9834,2.19299316,,,
0.9836,2.19268799,,,
0.9838,2.19268799,,,
0.984,2.19268799,,,
0.9842,2.19299316,,,
0.9844,2.19299316,,,
0.9846,2.19299316,,,
0.9848,2.19299316,,,
0.985,2.19299316,,,
0.9852,2.19268799,,,
0.9854,2.19299316,,,
0.9856,2.19268799,,,
0.9858,2.19299316,,,
0.986,2.19268799,,,
0.9862,2.19299316,,,
0.9864,2.19299316,,,
0.9866,2.19299316,,,
0.9868,2.19299316,,,
0.987,2.19299316,,,
0.9872,2.19268799,,,
0.9874,2.19268799,,,
0.9876,2.19299316,,,
0.9878,2.19299316,,,
0.988,2.19299316,,,
0.9882,2.19299316,,,
0.9884,2.19299316,,,
0.9886,2.19299316,,,
0.9888,2.19299316,,,
0.989,2.19299316,,,
0.9892,2.19299316,,,
0.9894,2.19299316,,,
0.9896,2.19299316,,,
0.9898,2.19299316,,,
0.99,2.19268799,,,
0.9902,2.19299316,,,
0.9904,2.19299316,,,
0.9906,2.19299316,,,
0.9908,2.19299316,,,
0.991,2.19299316,,,
0.9912,2.19299316,,,
0.9914,2.19299316,,,
0.9916,2.19299316,,,
0.9918,2.19299316,,,
0.992,2.19299316,,,
0.9922,2.19299316,,,
0.9924,2.19299316,,,
0.9926,2.19299316,,,
0.9928,2.19299316,,,
0.993,2.19299316,,,
0.9932,2.19299316,,,
0.9934,2.19299316,,,
0.9936,2.19299316,,,
0.9938,2.19299316,,,
0.994,2.19299316,,,
0.9942,2.19268799,,,
0.9944,2.19268799,,,
0.9946,2.19299316,,,
0.9948,2.19268799,,,
0.995,2.19268799,,,
0.9952,2.19299316,,,
0.9954,2.19268799,,,
0.9956,2.19299316,,,
0.9958,2.19299316,,,
0.996,2.19299316,,,
0.9962,2.19299316,,,
0.9964,2.19299316,,,
0.9966,2.19268799,,,
0.9968,2.19299316,,,
0.997,2.19299316,,,
0.9972,2.19268799,,,
0.9974,2.19299316,,,
0.9976,2.19299316,,,
0.9978,2.19299316,,,
0.998,2.19268799,,,
0.9982,2.19299316,,,
0.9984,2.19268799,,,
0.9986,2.19268799,,,
0.9988,2.19299316,,,
0.999,2.19299316,,,
0.9992,2.19268799,,,
0.9994,2.19299316,,,
0.9996,2.19299316,,,
0.9998,2.19268799,,,
1.0,2.19299316,,,
1.0002,2.19299316,,,
1.0004,2.19299316,,,
1.0006,2.19299316,,,
1.0008,2.19299316,,,
1.001,2.19299316,,,
1.0012,2.19299316,,,
1.0014,2.19299316,,,
1.0016,2.19299316,,,
1.0018,2.19299316,,,
1.002,2.19268799,,,
1.0022,2.19299316,,,
1.0024,2.19299316,,,
1.0026,2.19299316,,,
1.0028,2.19329834,,,
1.003,2.19299316,,,
1.0032,2.19299316,,,
1.0034,2.19268799,,,
1.0036,2.19299316,,,
1.0038,2.19268799,,,
1.004,2.19299316,,,
1.0042,2.19268799,,,
1.0044,2.19299316,,,
1.0046,2.19299316,,,
1.0048,2.19299316,,,
1.005,2.19299316,,,
1.0052,2.19299316,,,
1.0054,2.19299316,,,
1.0056,2.19268799,,,
1.0058,2.19299316,,,
1.006,2.19268799,,,
1.0062,2.19299316,,,
1.0064,2.19299316,,,
1.0066,2.19268799,,,
1.0068,2.19299316,,,
1.007,2.19299316,,,
1.0072,2.19299316,,,
1.0074,2.19299316,,,
1.0076,2.19268799,,,
1.0078,2.19299316,,,
1.008,2.19299316,,,
1.0082,2.19299316,,,
1.0084,2.19299316,,,
1.0086,2.19299316,,,
1.0088,2.19299316,,,
1.009,2.19299316,,,
1.0092,2.19299316,,,
1.0094,2.19299316,,,
1.0096,2.19329834,,,
1.0098,2.19299316,,,
1.01,2.19299316,,,
1.0102,2.19299316,,,
1.0104,2.19299316,,,
1.0106,2.19299316,,,
1.0108,2.19299316,,,
1.011,2.19268799,,,
1.0112,2.19299316,,,
1.0114,2.19268799,,,
1.0116,2.19299316,,,
1.0118,2.19299316,,,
1.012,2.19268799,,,
1.0122,2.19268799,,,
1.0124,2.19299316,,,
1.0126,2.19268799,,,
1.0128,2.19268799,,,
1.013,2.19299316,,,
1.0132,2.19299316,,,
1.0134,2.19299316,,,
1.0136,2.19299316,,,
1.0138,2.19299316,,,
1.014,2.19299316,,,
1.0142,2.19299316,,,
1.0144,2.19268799,,,
1.0146,2.19299316,,,
1.0148,2.19299316,,,
1.015,2.19268799,,,
1.0152,2.19268799,,,
1.0154,2.19299316,,,
1.0156,2.19268799,,,
1.0158,2.19299316,,,
1.016,2.19268799,,,
1.0162,2.19299316,,,
1.0164,2.19268799,,,
1.0166,2.19268799,,,
1.0168,2.19268799,,,
1.017,2.19299316,,,
1.0172,2.19299316,,,
1.0174,2.19299316,,,
1.0176,2.19299316,,,
1.0178,2.19268799,,,
1.018,2.19299316,,,
1.0182,2.19299316,,,
1.0184,2.19299316,,,
1.0186,2.19268799,,,
1.0188,2.19299316,,,
1.019,2.19299316,,,
1.0192,2.19268799,,,
1.0194,2.19299316,,,
1.0196,2.19299316,,,
1.0198,2.19299316,,,
1.02,2.19299316,,,
1.0202,2.19299316,,,
1.0204,2.19299316,,,
1.0206,2.19299316,,,
1.0208,2.19299316,,,
1.021,2.19268799,,,
1.0212,2.19299316,,,
1.0214,2.19299316,,,
1.0216,2.19299316,,,
1.0218,2.19299316,,,
1.022,2.19299316,,,
1.0222,2.19299316,,,
1.0224,2.19268799,,,
1.0226,2.19299316,,,
1.0228,2.19299316,,,
1.023,2.19268799,,,
1.0232,2.19268799,,,
1.0234,2.19299316,,,
1.0236,2.19299316,,,
1.0238,2.19299316,,,
1.024,2.19268799,,,
1.0242,2.19268799,,,
1.0244,2.19299316,,,
1.0246,2.19299316,,,
1.0248,2.19329834,,,
1.025,2.19299316,,,
1.0252,2.19299316,,,
1.0254,2.19299316,,,
1.0256,2.19299316,,,
1.0258,2.19299316,,,
1.026,2.19268799,,,
1.0262,2.19299316,,,
1.0264,2.19299316,,,
1.0266,2.19299316,,,
1.0268,2.19299316,,,
1.027,2.19299316,,,
1.0272,2.19299316,,,
1.0274,2.19268799,,,
1.0276,2.19299316,,,
1.0278,2.19268799,,,
1.028,2.19299316,,,
1.0282,2.19299316,,,
1.0284,2.19268799,,,
1.0286,2.19268799,,,
1.0288,2.19268799,,,
1.029,2.19299316,,,
1.0292,2.19299316,,,
1.0294,2.19299316,,,
1.0296,2.19299316,,,
1.0298,2.19299316,,,
1.03,2.19268799,,,
1.0302,2.19268799,,,
1.0304,2.19299316,,,
1.0306,2.19299316,,,
1.0308,2.19268799,,,
1.031,2.19268799,,,
1.0312,2.19268799,,,
1.0314,2.19268799,,,
1.0316,2.19268799,,,
1.0318,2.19268799,,,
1.032,2.19299316,,,
1.0322,2.19299316,,,
1.0324,2.19268799,,,
1.0326,2.19268799,,,
1.0328,2.19299316,,,
1.033,2.19268799,,,
1.0332,2.19299316,,,
1.0334,2.19299316,,,
1.0336,2.19299316,,,
1.0338,2.19299316,,,
1.034,2.19299316,,,
1.0342,2.19299316,,,
1.0344,2.19299316,,,
1.0346,2.19299316,,,
1.0348,2.19299316,,,
1.035,2.19299316,,,
