time(s),DAC ch0(V),DAC ch1(V),DAC ch2(V),DAC ch3(V),ADC ch0(V),ADC ch1(V),ADC ch2(V),ADC ch3(V)
0.0,0.0,,,,0.0,,,
0.0005,0.00025,,,,0.0,,,
0.001,0.0005,,,,0.00030518,,,
0.0015,0.00075,,,,0.00030518,,,
0.002,0.001,,,,0.00030518,,,
0.0025,0.00125,,,,0.0012207,,,
0.003,0.0015,,,,0.00152588,,,
0.0035,0.00175,,,,0.0012207,,,
0.004,0.002,,,,0.00183105,,,
0.0045,0.00225,,,,0.00213623,,,
0.005,0.0025,,,,0.00244141,,,
0.0055,0.00275,,,,0.00274658,,,
0.006,0.003,,,,0.00274658,,,
0.0065,0.00325,,,,0.00305176,,,
0.007,0.0035,,,,0.00305176,,,
0.0075,0.00375,,,,0.00335693,,,
0.008,0.004,,,,0.00396729,,,
0.0085,0.00425,,,,0.00396729,,,
0.009,0.0045,,,,0.00457764,,,
0.0095,0.00475,,,,0.00457764,,,
0.01,0.005,,,,0.00488281,,,
0.0105,0.00525,,,,0.00518799,,,
0.011,0.0055,,,,0.00518799,,,
0.0115,0.00575,,,,0.00518799,,,
0.012,0.006,,,,0.00549316,,,
0.0125,0.00625,,,,0.00579834,,,
0.013,0.0065,,,,0.00610352,,,
0.0135,0.00675,,,,0.00640869,,,
0.014,0.007,,,,0.00640869,,,
0.0145,0.00725,,,,0.00671387,,,
0.015,0.0075,,,,0.00671387,,,
0.0155,0.00775,,,,0.00701904,,,
0.016,0.008,,,,0.00732422,,,
0.0165,0.00825,,,,0.00762939,,,
0.017,0.0085,,,,0.00762939,,,
0.0175,0.00875,,,,0.00823975,,,
0.018,0.009,,,,0.00854492,,,
0.0185,0.00925,,,,0.0088501,,,
0.019,0.0095,,,,0.00915527,,,
0.0195,0.00975,,,,0.0088501,,,
0.02,0.01,,,,0.00946045,,,
0.0205,0.01025,,,,0.00946045,,,
0.021,0.0105,,,,0.01037598,,,
0.0215,0.01075,,,,0.01068115,,,
0.022,0.011,,,,0.01068115,,,
0.0225,0.01125,,,,0.01098633,,,
0.023,0.0115,,,,0.01098633,,,
0.0235,0.01175,,,,0.01159668,,,
0.024,0.012,,,,0.01159668,,,
0.0245,0.01225,,,,0.01220703,,,
0.025,0.0125,,,,0.01190186,,,
0.0255,0.01275,,,,0.01220703,,,
0.026,0.013,,,,0.01281738,,,
0.0265,0.01325,,,,0.01312256,,,
0.027,0.0135,,,,0.01312256,,,
0.0275,0.01375,,,,0.01373291,,,
0.028,0.014,,,,0.01373291,,,
0.0285,0.01425,,,,0.01434326,,,
0.029,0.0145,,,,0.01464844,,,
0.0295,0.01475,,,,0.01495361,,,
0.03,0.015,,,,0.01525879,,,
0.0305,0.01525,,,,0.01525879,,,
0.031,0.0155,,,,0.01556396,,,
0.0315,0.01575,,,,0.01556396,,,
0.032,0.016,,,,0.01586914,,,
0.0325,0.01625,,,,0.01617432,,,
0.033,0.0165,,,,0.01617432,,,
0.0335,0.01675,,,,0.01617432,,,
0.034,0.017,,,,0.01678467,,,
0.0345,0.01725,,,,0.01708984,,,
0.035,0.0175,,,,0.01739502,,,
0.0355,0.01775,,,,0.0177002,,,
0.036,0.018,,,,0.01800537,,,
0.0365,0.01825,,,,0.01831055,,,
0.037,0.0185,,,,0.01831055,,,
0.0375,0.01875,,,,0.0189209,,,
0.038,0.019,,,,0.01922607,,,
0.0385,0.01925,,,,0.01953125,,,
0.039,0.0195,,,,0.01953125,,,
0.0395,0.01975,,,,0.0201416,,,
0.04,0.02,,,,0.02044678,,,
0.0405,0.02025,,,,0.02044678,,,
0.041,0.0205,,,,0.02075195,,,
0.0415,0.02075,,,,0.02044678,,,
0.042,0.021,,,,0.02105713,,,
0.0425,0.02125,,,,0.0213623,,,
0.043,0.0215,,,,0.02166748,,,
0.0435,0.02175,,,,0.02166748,,,
0.044,0.022,,,,0.02227783,,,
0.0445,0.02225,,,,0.02227783,,,
0.045,0.0225,,,,0.02227783,,,
0.0455,0.02275,,,,0.02258301,,,
0.046,0.023,,,,0.02319336,,,
0.0465,0.02325,,,,0.02319336,,,
0.047,0.0235,,,,0.02319336,,,
0.0475,0.02375,,,,0.02349854,,,
0.048,0.024,,,,0.02349854,,,
0.0485,0.02425,,,,0.02380371,,,
0.049,0.0245,,,,0.02441406,,,
0.0495,0.02475,,,,0.02502441,,,
0.05,0.025,,,,0.02502441,,,
0.0505,0.02525,,,,0.02502441,,,
0.051,0.0255,,,,0.02532959,,,
0.0515,0.02575,,,,0.02563477,,,
0.052,0.026,,,,0.02563477,,,
0.0525,0.02625,,,,0.02593994,,,
0.053,0.0265,,,,0.02563477,,,
0.0535,0.02675,,,,0.02593994,,,
0.054,0.027,,,,0.02655029,,,
0.0545,0.02725,,,,0.02716064,,,
0.055,0.0275,,,,0.027771,,,
0.0555,0.02775,,,,0.02807617,,,
0.056,0.028,,,,0.02807617,,,
0.0565,0.02825,,,,0.02838135,,,
0.057,0.0285,,,,0.02838135,,,
0.0575,0.02875,,,,0.0289917,,,
0.058,0.029,,,,0.02929688,,,
0.0585,0.02925,,,,0.02929688,,,
0.059,0.0295,,,,0.02960205,,,
0.0595,0.02975,,,,0.02990723,,,
0.06,0.03,,,,0.03051758,,,
0.0605,0.03025,,,,0.03082275,,,
0.061,0.0305,,,,0.03051758,,,
0.0615,0.03075,,,,0.03082275,,,
0.062,0.031,,,,0.03112793,,,
0.0625,0.03125,,,,0.03143311,,,
0.063,0.0315,,,,0.03143311,,,
0.0635,0.03175,,,,0.03204346,,,
0.064,0.032,,,,0.03204346,,,
0.0645,0.03225,,,,0.03234863,,,
0.065,0.0325,,,,0.03234863,,,
0.0655,0.03275,,,,0.03234863,,,
0.066,0.033,,,,0.03265381,,,
0.0665,0.03325,,,,0.03265381,,,
0.067,0.0335,,,,0.03265381,,,
0.0675,0.03375,,,,0.03295898,,,
0.068,0.034,,,,0.03356934,,,
0.0685,0.03425,,,,0.03387451,,,
0.069,0.0345,,,,0.03448486,,,
0.0695,0.03475,,,,0.03448486,,,
0.07,0.035,,,,0.03448486,,,
0.0705,0.03525,,,,0.03479004,,,
0.071,0.0355,,,,0.03509521,,,
0.0715,0.03575,,,,0.03570557,,,
0.072,0.036,,,,0.03570557,,,
0.0725,0.03625,,,,0.03570557,,,
0.073,0.0365,,,,0.03601074,,,
0.0735,0.03675,,,,0.03631592,,,
0.074,0.037,,,,0.03692627,,,
0.0745,0.03725,,,,0.03692627,,,
0.075,0.0375,,,,0.03692627,,,
0.0755,0.03775,,,,0.03723145,,,
0.076,0.038,,,,0.03723145,,,
0.0765,0.03825,,,,0.03814697,,,
0.077,0.0385,,,,0.03814697,,,
0.0775,0.03875,,,,0.03845215,,,
0.078,0.039,,,,0.03875732,,,
0.0785,0.03925,,,,0.0390625,,,
0.079,0.0395,,,,0.03936768,,,
0.0795,0.03975,,,,0.0390625,,,
0.08,0.04,,,,0.03967285,,,
0.0805,0.04025,,,,0.03997803,,,
0.081,0.0405,,,,0.03997803,,,
0.0815,0.04075,,,,0.04058838,,,
0.082,0.041,,,,0.04089355,,,
0.0825,0.04125,,,,0.04119873,,,
0.083,0.0415,,,,0.04119873,,,
0.0835,0.04175,,,,0.04119873,,,
0.084,0.042,,,,0.04150391,,,
0.0845,0.04225,,,,0.04150391,,,
0.085,0.0425,,,,0.04150391,,,
0.0855,0.04275,,,,0.04211426,,,
0.086,0.043,,,,0.04211426,,,
0.0865,0.04325,,,,0.04272461,,,
0.087,0.0435,,,,0.04272461,,,
0.0875,0.04375,,,,0.04272461,,,
0.088,0.044,,,,0.04364014,,,
0.0885,0.04425,,,,0.04364014,,,
0.089,0.0445,,,,0.04394531,,,
0.0895,0.04475,,,,0.04394531,,,
0.09,0.045,,,,0.04425049,,,
0.0905,0.04525,,,,0.04486084,,,
0.091,0.0455,,,,0.04516602,,,
0.0915,0.04575,,,,0.04516602,,,
0.092,0.046,,,,0.04547119,,,
0.0925,0.04625,,,,0.04608154,,,
0.093,0.0465,,,,0.04608154,,,
0.0935,0.04675,,,,0.04638672,,,
0.094,0.047,,,,0.04669189,,,
0.0945,0.04725,,,,0.04669189,,,
0.095,0.0475,,,,0.04699707,,,
0.0955,0.04775,,,,0.04730225,,,
0.096,0.048,,,,0.04730225,,,
0.0965,0.04825,,,,0.0479126,,,
0.097,0.0485,,,,0.0479126,,,
0.0975,0.04875,,,,0.04821777,,,
0.098,0.049,,,,0.04821777,,,
0.0985,0.04925,,,,0.04852295,,,
0.099,0.0495,,,,0.04852295,,,
0.0995,0.04975,,,,0.0491333,,,
0.1,0.05,,,,0.04882812,,,
0.1005,0.05025,,,,0.04943848,,,
0.101,0.0505,,,,0.04974365,,,
0.1015,0.05075,,,,0.050354,,,
0.102,0.051,,,,0.05096436,,,
0.1025,0.05125,,,,0.05065918,,,
0.103,0.0515,,,,0.05126953,,,
0.1035,0.05175,,,,0.05126953,,,
0.104,0.052,,,,0.05126953,,,
0.1045,0.05225,,,,0.05218506,,,
0.105,0.0525,,,,0.05187988,,,
0.1055,0.05275,,,,0.05249023,,,
0.106,0.053,,,,0.05279541,,,
0.1065,0.05325,,,,0.05340576,,,
0.107,0.0535,,,,0.05401611,,,
0.1075,0.05375,,,,0.05401611,,,
0.108,0.054,,,,0.05401611,,,
0.1085,0.05425,,,,0.05401611,,,
0.109,0.0545,,,,0.05432129,,,
0.1095,0.05475,,,,0.05462646,,,
0.11,0.055,,,,0.05523682,,,
0.1105,0.05525,,,,0.05523682,,,
0.111,0.0555,,,,0.05523682,,,
0.1115,0.05575,,,,0.05554199,,,
0.112,0.056,,,,0.05615234,,,
0.1125,0.05625,,,,0.05645752,,,
0.113,0.0565,,,,0.05645752,,,
0.1135,0.05675,,,,0.0567627,,,
0.114,0.057,,,,0.0567627,,,
0.1145,0.05725,,,,0.05706787,,,
0.115,0.0575,,,,0.05737305,,,
0.1155,0.05775,,,,0.05737305,,,
0.116,0.058,,,,0.05737305,,,
0.1165,0.05825,,,,0.05737305,,,
0.117,0.0585,,,,0.05737305,,,
0.1175,0.05875,,,,0.05767822,,,
0.118,0.059,,,,0.05828857,,,
0.1185,0.05925,,,,0.05828857,,,
0.119,0.0595,,,,0.05859375,,,
0.1195,0.05975,,,,0.05889893,,,
0.12,0.06,,,,0.05950928,,,
0.1205,0.06025,,,,0.06011963,,,
0.121,0.0605,,,,0.06011963,,,
0.1215,0.06075,,,,0.06011963,,,
0.122,0.061,,,,0.0604248,,,
0.1225,0.06125,,,,0.06072998,,,
0.123,0.0615,,,,0.06103516,,,
0.1235,0.06175,,,,0.06134033,,,
0.124,0.062,,,,0.06134033,,,
0.1245,0.06225,,,,0.06134033,,,
0.125,0.0625,,,,0.06164551,,,
0.1255,0.06275,,,,0.06195068,,,
0.126,0.063,,,,0.06256104,,,
0.1265,0.06325,,,,0.06286621,,,
0.127,0.0635,,,,0.06347656,,,
0.1275,0.06375,,,,0.06347656,,,
0.128,0.064,,,,0.06347656,,,
0.1285,0.06425,,,,0.06408691,,,
0.129,0.0645,,,,0.06439209,,,
0.1295,0.06475,,,,0.06439209,,,
0.13,0.065,,,,0.06439209,,,
0.1305,0.06525,,,,0.06469727,,,
0.131,0.0655,,,,0.06469727,,,
0.1315,0.06575,,,,0.06530762,,,
0.132,0.066,,,,0.06530762,,,
0.1325,0.06625,,,,0.06591797,,,
0.133,0.0665,,,,0.06591797,,,
0.1335,0.06675,,,,0.06622314,,,
0.134,0.067,,,,0.06652832,,,
0.1345,0.06725,,,,0.0668335,,,
0.135,0.0675,,,,0.06713867,,,
0.1355,0.06775,,,,0.06713867,,,
0.136,0.068,,,,0.06713867,,,
0.1365,0.06825,,,,0.06744385,,,
0.137,0.0685,,,,0.06774902,,,
0.1375,0.06875,,,,0.0680542,,,
0.138,0.069,,,,0.06835937,,,
0.1385,0.06925,,,,0.06835937,,,
0.139,0.0695,,,,0.06866455,,,
0.1395,0.06975,,,,0.06896973,,,
0.14,0.07,,,,0.0692749,,,
0.1405,0.07025,,,,0.06958008,,,
0.141,0.0705,,,,0.06988525,,,
0.1415,0.07075,,,,0.06988525,,,
0.142,0.071,,,,0.07019043,,,
0.1425,0.07125,,,,0.07019043,,,
0.143,0.0715,,,,0.07110596,,,
0.1435,0.07175,,,,0.07141113,,,
0.144,0.072,,,,0.07171631,,,
0.1445,0.07225,,,,0.07171631,,,
0.145,0.0725,,,,0.07202148,,,
0.1455,0.07275,,,,0.07202148,,,
0.146,0.073,,,,0.07232666,,,
0.1465,0.07325,,,,0.07263184,,,
0.147,0.0735,,,,0.07232666,,,
0.1475,0.07375,,,,0.07293701,,,
0.148,0.074,,,,0.07354736,,,
0.1485,0.07425,,,,0.07385254,,,
0.149,0.0745,,,,0.07385254,,,
0.1495,0.07475,,,,0.07385254,,,
0.15,0.075,,,,0.07385254,,,
0.1505,0.07525,,,,0.07415771,,,
0.151,0.0755,,,,0.07476807,,,
0.1515,0.07575,,,,0.07476807,,,
0.152,0.076,,,,0.07507324,,,
0.1525,0.07625,,,,0.07537842,,,
0.153,0.0765,,,,0.07598877,,,
0.1535,0.07675,,,,0.07629395,,,
0.154,0.077,,,,0.07659912,,,
0.1545,0.07725,,,,0.07659912,,,
0.155,0.0775,,,,0.07659912,,,
0.1555,0.07775,,,,0.07659912,,,
0.156,0.078,,,,0.0769043,,,
0.1565,0.07825,,,,0.07720947,,,
0.157,0.0785,,,,0.07751465,,,
0.1575,0.07875,,,,0.078125,,,
0.158,0.079,,,,0.078125,,,
0.1585,0.07925,,,,0.07843018,,,
0.159,0.0795,,,,0.07904053,,,
0.1595,0.07975,,,,0.0793457,,,
0.16,0.08,,,,0.0793457,,,
0.1605,0.08025,,,,0.0793457,,,
0.161,0.0805,,,,0.07995605,,,
0.1615,0.08075,,,,0.07995605,,,
0.162,0.081,,,,0.07995605,,,
0.1625,0.08125,,,,0.08056641,,,
0.163,0.0815,,,,0.08056641,,,
0.1635,0.08175,,,,0.08117676,,,
0.164,0.082,,,,0.08117676,,,
0.1645,0.08225,,,,0.08178711,,,
0.165,0.0825,,,,0.08239746,,,
0.1655,0.08275,,,,0.08270264,,,
0.166,0.083,,,,0.08239746,,,
0.1665,0.08325,,,,0.08300781,,,
0.167,0.0835,,,,0.08331299,,,
0.1675,0.08375,,,,0.08331299,,,
0.168,0.084,,,,0.08361816,,,
0.1685,0.08425,,,,0.08392334,,,
0.169,0.0845,,,,0.08392334,,,
0.1695,0.08475,,,,0.08392334,,,
0.17,0.085,,,,0.08483887,,,
0.1705,0.08525,,,,0.08514404,,,
0.171,0.0855,,,,0.08514404,,,
0.1715,0.08575,,,,0.08544922,,,
0.172,0.086,,,,0.08575439,,,
0.1725,0.08625,,,,0.08575439,,,
0.173,0.0865,,,,0.08575439,,,
0.1735,0.08675,,,,0.08605957,,,
0.174,0.087,,,,0.08605957,,,
0.1745,0.08725,,,,0.08666992,,,
0.175,0.0875,,,,0.0869751,,,
0.1755,0.08775,,,,0.08728027,,,
0.176,0.088,,,,0.08758545,,,
0.1765,0.08825,,,,0.08789062,,,
0.177,0.0885,,,,0.0881958,,,
0.1775,0.08875,,,,0.0881958,,,
0.178,0.089,,,,0.0881958,,,
0.1785,0.08925,,,,0.08850098,,,
0.179,0.0895,,,,0.08911133,,,
0.1795,0.08975,,,,0.08911133,,,
0.18,0.09,,,,0.08911133,,,
0.1805,0.09025,,,,0.08911133,,,
0.181,0.0905,,,,0.0894165,,,
0.1815,0.09075,,,,0.0894165,,,
0.182,0.091,,,,0.08972168,,,
0.1825,0.09125,,,,0.08972168,,,
0.183,0.0915,,,,0.08972168,,,
0.1835,0.09175,,,,0.09002686,,,
0.184,0.092,,,,0.09033203,,,
0.1845,0.09225,,,,0.09094238,,,
0.185,0.0925,,,,0.09124756,,,
0.1855,0.09275,,,,0.09124756,,,
0.186,0.093,,,,0.09155273,,,
0.1865,0.09325,,,,0.09185791,,,
0.187,0.0935,,,,0.09246826,,,
0.1875,0.09375,,,,0.09277344,,,
0.188,0.094,,,,0.09277344,,,
0.1885,0.09425,,,,0.09277344,,,
0.189,0.0945,,,,0.09277344,,,
0.1895,0.09475,,,,0.09307861,,,
0.19,0.095,,,,0.09399414,,,
0.1905,0.09525,,,,0.09460449,,,
0.191,0.0955,,,,0.09460449,,,
0.1915,0.09575,,,,0.09460449,,,
0.192,0.096,,,,0.09521484,,,
0.1925,0.09625,,,,0.09552002,,,
0.193,0.0965,,,,0.09552002,,,
0.1935,0.09675,,,,0.09613037,,,
0.194,0.097,,,,0.09613037,,,
0.1945,0.09725,,,,0.09674072,,,
0.195,0.0975,,,,0.09674072,,,
0.1955,0.09775,,,,0.0970459,,,
0.196,0.098,,,,0.09735107,,,
0.1965,0.09825,,,,0.09735107,,,
0.197,0.0985,,,,0.09735107,,,
0.1975,0.09875,,,,0.09765625,,,
0.198,0.099,,,,0.0982666,,,
0.1985,0.09925,,,,0.09857178,,,
0.199,0.0995,,,,0.09918213,,,
0.1995,0.09975,,,,0.09887695,,,
0.2,0.1,,,,0.09918213,,,
0.2005,0.10025,,,,0.0994873,,,
0.201,0.1005,,,,0.09979248,,,
0.2015,0.10075,,,,0.09979248,,,
0.202,0.101,,,,0.10009766,,,
0.2025,0.10125,,,,0.10040283,,,
0.203,0.1015,,,,0.10101318,,,
0.2035,0.10175,,,,0.10070801,,,
0.204,0.102,,,,0.10131836,,,
0.2045,0.10225,,,,0.10192871,,,
0.205,0.1025,,,,0.10192871,,,
0.2055,0.10275,,,,0.10223389,,,
0.206,0.103,,,,0.10223389,,,
0.2065,0.10325,,,,0.10284424,,,
0.207,0.1035,,,,0.10314941,,,
0.2075,0.10375,,,,0.10284424,,,
0.208,0.104,,,,0.10345459,,,
0.2085,0.10425,,,,0.10345459,,,
0.209,0.1045,,,,0.10375977,,,
0.2095,0.10475,,,,0.10406494,,,
0.21,0.105,,,,0.10467529,,,
0.2105,0.10525,,,,0.10437012,,,
0.211,0.1055,,,,0.10467529,,,
0.2115,0.10575,,,,0.10498047,,,
0.212,0.106,,,,0.10528564,,,
0.2125,0.10625,,,,0.10559082,,,
0.213,0.1065,,,,0.10559082,,,
0.2135,0.10675,,,,0.105896,,,
0.214,0.107,,,,0.105896,,,
0.2145,0.10725,,,,0.10650635,,,
0.215,0.1075,,,,0.10650635,,,
0.2155,0.10775,,,,0.1071167,,,
0.216,0.108,,,,0.10681152,,,
0.2165,0.10825,,,,0.10803223,,,
0.217,0.1085,,,,0.1083374,,,
0.2175,0.10875,,,,0.10864258,,,
0.218,0.109,,,,0.10864258,,,
0.2185,0.10925,,,,0.10864258,,,
0.219,0.1095,,,,0.10925293,,,
0.2195,0.10975,,,,0.10955811,,,
0.22,0.11,,,,0.10955811,,,
0.2205,0.11025,,,,0.10955811,,,
0.221,0.1105,,,,0.11016846,,,
0.2215,0.11075,,,,0.11016846,,,
0.222,0.111,,,,0.11077881,,,
0.2225,0.11125,,,,0.11077881,,,
0.223,0.1115,,,,0.11108398,,,
0.2235,0.11175,,,,0.11138916,,,
0.224,0.112,,,,0.11169434,,,
0.2245,0.11225,,,,0.11169434,,,
0.225,0.1125,,,,0.11199951,,,
0.2255,0.11275,,,,0.11199951,,,
0.226,0.113,,,,0.11260986,,,
0.2265,0.11325,,,,0.11260986,,,
0.227,0.1135,,,,0.11260986,,,
0.2275,0.11375,,,,0.11291504,,,
0.228,0.114,,,,0.11322021,,,
0.2285,0.11425,,,,0.11322021,,,
0.229,0.1145,,,,0.11383057,,,
0.2295,0.11475,,,,0.11413574,,,
0.23,0.115,,,,0.11413574,,,
0.2305,0.11525,,,,0.11413574,,,
0.231,0.1155,,,,0.11444092,,,
0.2315,0.11575,,,,0.11505127,,,
0.232,0.116,,,,0.11535645,,,
0.2325,0.11625,,,,0.11505127,,,
0.233,0.1165,,,,0.11535645,,,
0.2335,0.11675,,,,0.1159668,,,
0.234,0.117,,,,0.11627197,,,
0.2345,0.11725,,,,0.11657715,,,
0.235,0.1175,,,,0.11688232,,,
0.2355,0.11775,,,,0.1171875,,,
0.236,0.118,,,,0.1171875,,,
0.2365,0.11825,,,,0.11749268,,,
0.237,0.1185,,,,0.11779785,,,
0.2375,0.11875,,,,0.11810303,,,
0.238,0.119,,,,0.1184082,,,
0.2385,0.11925,,,,0.1184082,,,
0.239,0.1195,,,,0.11871338,,,
0.2395,0.11975,,,,0.11871338,,,
0.24,0.12,,,,0.11901855,,,
0.2405,0.12025,,,,0.11932373,,,
0.241,0.1205,,,,0.11901855,,,
0.2415,0.12075,,,,0.12023926,,,
0.242,0.121,,,,0.12054443,,,
0.2425,0.12125,,,,0.12054443,,,
0.243,0.1215,,,,0.12084961,,,
0.2435,0.12175,,,,0.12084961,,,
0.244,0.122,,,,0.12115479,,,
0.2445,0.12225,,,,0.12115479,,,
0.245,0.1225,,,,0.12145996,,,
0.2455,0.12275,,,,0.12176514,,,
0.246,0.123,,,,0.12237549,,,
0.2465,0.12325,,,,0.12207031,,,
0.247,0.1235,,,,0.12268066,,,
0.2475,0.12375,,,,0.12237549,,,
0.248,0.124,,,,0.12298584,,,
0.2485,0.12425,,,,0.12359619,,,
0.249,0.1245,,,,0.12420654,,,
0.2495,0.12475,,,,0.12420654,,,
0.25,0.125,,,,0.12451172,,,
0.2505,0.12525,,,,0.12451172,,,
0.251,0.1255,,,,0.12512207,,,
0.2515,0.12575,,,,0.12542725,,,
0.252,0.126,,,,0.12542725,,,
0.2525,0.12625,,,,0.12542725,,,
0.253,0.1265,,,,0.12573242,,,
0.2535,0.12675,,,,0.12573242,,,
0.254,0.127,,,,0.1260376,,,
0.2545,0.12725,,,,0.1260376,,,
0.255,0.1275,,,,0.12634277,,,
0.2555,0.12775,,,,0.12664795,,,
0.256,0.128,,,,0.12695312,,,
0.2565,0.12825,,,,0.1272583,,,
0.257,0.1285,,,,0.12756348,,,
0.2575,0.12875,,,,0.12786865,,,
0.258,0.129,,,,0.12817383,,,
0.2585,0.12925,,,,0.128479,,,
0.259,0.1295,,,,0.128479,,,
0.2595,0.12975,,,,0.12878418,,,
0.26,0.13,,,,0.12878418,,,
0.2605,0.13025,,,,0.12908936,,,
0.261,0.1305,,,,0.12939453,,,
0.2615,0.13075,,,,0.12969971,,,
0.262,0.131,,,,0.13000488,,,
0.2625,0.13125,,,,0.13031006,,,
0.263,0.1315,,,,0.13031006,,,
0.2635,0.13175,,,,0.13061523,,,
0.264,0.132,,,,0.13122559,,,
0.2645,0.13225,,,,0.13153076,,,
0.265,0.1325,,,,0.13153076,,,
0.2655,0.13275,,,,0.13183594,,,
0.266,0.133,,,,0.13153076,,,
0.2665,0.13325,,,,0.13214111,,,
0.267,0.1335,,,,0.13244629,,,
0.2675,0.13375,,,,0.13275146,,,
0.268,0.134,,,,0.13336182,,,
0.2685,0.13425,,,,0.13336182,,,
0.269,0.1345,,,,0.13366699,,,
0.2695,0.13475,,,,0.13397217,,,
0.27,0.135,,,,0.13458252,,,
0.2705,0.13525,,,,0.1348877,,,
0.271,0.1355,,,,0.1348877,,,
0.2715,0.13575,,,,0.1348877,,,
0.272,0.136,,,,0.13519287,,,
0.2725,0.13625,,,,0.13549805,,,
0.273,0.1365,,,,0.13580322,,,
0.2735,0.13675,,,,0.1361084,,,
0.274,0.137,,,,0.1361084,,,
0.2745,0.13725,,,,0.13641357,,,
0.275,0.1375,,,,0.13671875,,,
0.2755,0.13775,,,,0.1373291,,,
0.276,0.138,,,,0.1373291,,,
0.2765,0.13825,,,,0.1373291,,,
0.277,0.1385,,,,0.13763428,,,
0.2775,0.13875,,,,0.13763428,,,
0.278,0.139,,,,0.13793945,,,
0.2785,0.13925,,,,0.1385498,,,
0.279,0.1395,,,,0.1385498,,,
0.2795,0.13975,,,,0.1385498,,,
0.28,0.14,,,,0.13885498,,,
0.2805,0.14025,,,,0.13916016,,,
0.281,0.1405,,,,0.13946533,,,
0.2815,0.14075,,,,0.13977051,,,
0.282,0.141,,,,0.14007568,,,
0.2825,0.14125,,,,0.14007568,,,
0.283,0.1415,,,,0.14038086,,,
0.2835,0.14175,,,,0.14068604,,,
0.284,0.142,,,,0.14129639,,,
0.2845,0.14225,,,,0.14129639,,,
0.285,0.1425,,,,0.14129639,,,
0.2855,0.14275,,,,0.14160156,,,
0.286,0.143,,,,0.14190674,,,
0.2865,0.14325,,,,0.14221191,,,
0.287,0.1435,,,,0.14251709,,,
0.2875,0.14375,,,,0.14312744,,,
0.288,0.144,,,,0.14312744,,,
0.2885,0.14425,,,,0.14312744,,,
0.289,0.1445,,,,0.14373779,,,
0.2895,0.14475,,,,0.14404297,,,
0.29,0.145,,,,0.14465332,,,
0.2905,0.14525,,,,0.14465332,,,
0.291,0.1455,,,,0.14434814,,,
0.2915,0.14575,,,,0.14465332,,,
0.292,0.146,,,,0.1449585,,,
0.2925,0.14625,,,,0.14556885,,,
0.293,0.1465,,,,0.14587402,,,
0.2935,0.14675,,,,0.14587402,,,
0.294,0.147,,,,0.1461792,,,
0.2945,0.14725,,,,0.1461792,,,
0.295,0.1475,,,,0.1461792,,,
0.2955,0.14775,,,,0.14678955,,,
0.296,0.148,,,,0.14678955,,,
0.2965,0.14825,,,,0.14678955,,,
0.297,0.1485,,,,0.1473999,,,
0.2975,0.14875,,,,0.1473999,,,
0.298,0.149,,,,0.14831543,,,
0.2985,0.14925,,,,0.14831543,,,
0.299,0.1495,,,,0.14831543,,,
0.2995,0.14975,,,,0.14862061,,,
0.3,0.15,,,,0.14892578,,,
0.3005,0.15025,,,,0.14923096,,,
0.301,0.1505,,,,0.14984131,,,
0.3015,0.15075,,,,0.14953613,,,
0.302,0.151,,,,0.14984131,,,
0.3025,0.15125,,,,0.14984131,,,
0.303,0.1515,,,,0.15075684,,,
0.3035,0.15175,,,,0.15136719,,,
0.304,0.152,,,,0.15136719,,,
0.3045,0.15225,,,,0.15136719,,,
0.305,0.1525,,,,0.15167236,,,
0.3055,0.15275,,,,0.15197754,,,
0.306,0.153,,,,0.15228271,,,
0.3065,0.15325,,,,0.15228271,,,
0.307,0.1535,,,,0.15258789,,,
0.3075,0.15375,,,,0.15289307,,,
0.308,0.154,,,,0.15319824,,,
0.3085,0.15425,,,,0.15350342,,,
0.309,0.1545,,,,0.15350342,,,
0.3095,0.15475,,,,0.15350342,,,
0.31,0.155,,,,0.15380859,,,
0.3105,0.15525,,,,0.15380859,,,
0.311,0.1555,,,,0.15472412,,,
0.3115,0.15575,,,,0.15472412,,,
0.312,0.156,,,,0.1550293,,,
0.3125,0.15625,,,,0.15533447,,,
0.313,0.1565,,,,0.15563965,,,
0.3135,0.15675,,,,0.15563965,,,
0.314,0.157,,,,0.15625,,,
0.3145,0.15725,,,,0.15625,,,
0.315,0.1575,,,,0.15625,,,
0.3155,0.15775,,,,0.15655518,,,
0.316,0.158,,,,0.15716553,,,
0.3165,0.15825,,,,0.1574707,,,
0.317,0.1585,,,,0.1574707,,,
0.3175,0.15875,,,,0.15777588,,,
0.318,0.159,,,,0.15808105,,,
0.3185,0.15925,,,,0.15808105,,,
0.319,0.1595,,,,0.15808105,,,
0.3195,0.15975,,,,0.15869141,,,
0.32,0.16,,,,0.15899658,,,
0.3205,0.16025,,,,0.15960693,,,
0.321,0.1605,,,,0.15930176,,,
0.3215,0.16075,,,,0.15960693,,,
0.322,0.161,,,,0.15991211,,,
0.3225,0.16125,,,,0.16052246,,,
0.323,0.1615,,,,0.16113281,,,
0.3235,0.16175,,,,0.16143799,,,
0.324,0.162,,,,0.16082764,,,
0.3245,0.16225,,,,0.16143799,,,
0.325,0.1625,,,,0.16143799,,,
0.3255,0.16275,,,,0.16235352,,,
0.326,0.163,,,,0.16235352,,,
0.3265,0.16325,,,,0.16235352,,,
0.327,0.1635,,,,0.16265869,,,
