time(s),DAC ch0(V),DAC ch1(V),DAC ch2(V),DAC ch3(V),ADC ch0(V),ADC ch1(V),ADC ch2(V),ADC ch3(V)
0.8865,0.44325,,,,0.43823242,,,
0.887,0.4435,,,,0.43884277,,,
0.8875,0.44375,,,,0.43884277,,,
0.888,0.444,,,,0.43884277,,,
0.8885,0.44425,,,,0.43945313,,,
0.889,0.4445,,,,0.43945313,,,
0.8895,0.44475,,,,0.4397583,,,
0.89,0.445,,,,0.4397583,,,
0.8905,0.44525,,,,0.44036865,,,
0.891,0.4455,,,,0.44006348,,,
0.8915,0.44575,,,,0.44036865,,,
0.892,0.446,,,,0.44067383,,,
0.8925,0.44625,,,,0.440979,,,
0.893,0.4465,,,,0.44128418,,,
0.8935,0.44675,,,,0.44128418,,,
0.894,0.447,,,,0.44128418,,,
0.8945,0.44725,,,,0.44189453,,,
0.895,0.4475,,,,0.44189453,,,
0.8955,0.44775,,,,0.44250488,,,
0.896,0.448,,,,0.44311523,,,
0.8965,0.44825,,,,0.44311523,,,
0.897,0.4485,,,,0.44433594,,,
0.8975,0.44875,,,,0.44433594,,,
0.898,0.449,,,,0.44433594,,,
0.8985,0.44925,,,,0.44494629,,,
0.899,0.4495,,,,0.44494629,,,
0.8995,0.44975,,,,0.44494629,,,
0.9,0.45,,,,0.44555664,,,
0.9005,0.45025,,,,0.44586182,,,
0.901,0.4505,,,,0.44586182,,,
0.9015,0.45075,,,,0.44616699,,,
0.902,0.451,,,,0.44647217,,,
0.9025,0.45125,,,,0.44647217,,,
0.903,0.4515,,,,0.44647217,,,
0.9035,0.45175,,,,0.44708252,,,
0.904,0.452,,,,0.44708252,,,
0.9045,0.45225,,,,0.44708252,,,
0.905,0.4525,,,,0.4473877,,,
0.9055,0.45275,,,,0.44769287,,,
0.906,0.453,,,,0.44799805,,,
0.9065,0.45325,,,,0.44799805,,,
0.907,0.4535,,,,0.4486084,,,
0.9075,0.45375,,,,0.4486084,,,
0.908,0.454,,,,0.44891357,,,
0.9085,0.45425,,,,0.44921875,,,
0.909,0.4545,,,,0.44952393,,,
0.9095,0.45475,,,,0.4498291,,,
0.91,0.455,,,,0.45013428,,,
0.9105,0.45525,,,,0.45043945,,,
0.911,0.4555,,,,0.45043945,,,
0.9115,0.45575,,,,0.45074463,,,
0.912,0.456,,,,0.45074463,,,
0.9125,0.45625,,,,0.45135498,,,
0.913,0.4565,,,,0.45135498,,,
0.9135,0.45675,,,,0.45166016,,,
0.914,0.457,,,,0.45227051,,,
0.9145,0.45725,,,,0.45257568,,,
0.915,0.4575,,,,0.45288086,,,
0.9155,0.45775,,,,0.45288086,,,
0.916,0.458,,,,0.45379639,,,
0.9165,0.45825,,,,0.45410156,,,
0.917,0.4585,,,,0.45440674,,,
0.9175,0.45875,,,,0.45471191,,,
0.918,0.459,,,,0.45532227,,,
0.9185,0.45925,,,,0.45532227,,,
0.919,0.4595,,,,0.45562744,,,
0.9195,0.45975,,,,0.45562744,,,
0.92,0.46,,,,0.45562744,,,
0.9205,0.46025,,,,0.45593262,,,
0.921,0.4605,,,,0.45593262,,,
0.9215,0.46075,,,,0.45623779,,,
0.922,0.461,,,,0.45654297,,,
0.9225,0.46125,,,,0.45684814,,,
0.923,0.4615,,,,0.45684814,,,
0.9235,0.46175,,,,0.45715332,,,
0.924,0.462,,,,0.45715332,,,
0.9245,0.46225,,,,0.4574585,,,
0.925,0.4625,,,,0.45776367,,,
0.9255,0.46275,,,,0.45806885,,,
0.926,0.463,,,,0.45837402,,,
0.9265,0.46325,,,,0.45837402,,,
0.927,0.4635,,,,0.4586792,,,
0.9275,0.46375,,,,0.45928955,,,
0.928,0.464,,,,0.45959473,,,
0.9285,0.46425,,,,0.4598999,,,
0.929,0.4645,,,,0.46020508,,,
0.9295,0.46475,,,,0.46020508,,,
0.93,0.465,,,,0.46051025,,,
0.9305,0.46525,,,,0.46051025,,,
0.931,0.4655,,,,0.46051025,,,
0.9315,0.46575,,,,0.46051025,,,
0.932,0.466,,,,0.46112061,,,
0.9325,0.46625,,,,0.46142578,,,
0.933,0.4665,,,,0.46142578,,,
0.9335,0.46675,,,,0.46203613,,,
0.934,0.467,,,,0.46234131,,,
0.9345,0.46725,,,,0.46234131,,,
0.935,0.4675,,,,0.46234131,,,
0.9355,0.46775,,,,0.46264648,,,
0.936,0.468,,,,0.46264648,,,
0.9365,0.46825,,,,0.46295166,,,
0.937,0.4685,,,,0.46356201,,,
0.9375,0.46875,,,,0.46356201,,,
0.938,0.469,,,,0.46356201,,,
0.9385,0.46925,,,,0.46417236,,,
0.939,0.4695,,,,0.46447754,,,
0.9395,0.46975,,,,0.46478271,,,
0.94,0.47,,,,0.46539307,,,
0.9405,0.47025,,,,0.46508789,,,
0.941,0.4705,,,,0.46569824,,,
0.9415,0.47075,,,,0.46569824,,,
0.942,0.471,,,,0.46600342,,,
0.9425,0.47125,,,,0.46630859,,,
0.943,0.4715,,,,0.46661377,,,
0.9435,0.47175,,,,0.46661377,,,
0.944,0.472,,,,0.46691895,,,
0.9445,0.47225,,,,0.46691895,,,
0.945,0.4725,,,,0.46722412,,,
0.9455,0.47275,,,,0.46783447,,,
0.946,0.473,,,,0.46783447,,,
0.9465,0.47325,,,,0.46783447,,,
0.947,0.4735,,,,0.46844482,,,
0.9475,0.47375,,,,0.46936035,,,
0.948,0.474,,,,0.46936035,,,
0.9485,0.47425,,,,0.46966553,,,
0.949,0.4745,,,,0.46966553,,,
0.9495,0.47475,,,,0.4699707,,,
0.95,0.475,,,,0.47027588,,,
0.9505,0.47525,,,,0.47027588,,,
0.951,0.4755,,,,0.47119141,,,
0.9515,0.47575,,,,0.47119141,,,
0.952,0.476,,,,0.47119141,,,
0.9525,0.47625,,,,0.47149658,,,
0.953,0.4765,,,,0.47180176,,,
0.9535,0.47675,,,,0.47210693,,,
0.954,0.477,,,,0.47241211,,,
0.9545,0.47725,,,,0.47241211,,,
0.955,0.4775,,,,0.47271729,,,
0.9555,0.47775,,,,0.47302246,,,
0.956,0.478,,,,0.47332764,,,
0.9565,0.47825,,,,0.47393799,,,
0.957,0.4785,,,,0.47332764,,,
0.9575,0.47875,,,,0.47393799,,,
0.958,0.479,,,,0.47454834,,,
0.9585,0.47925,,,,0.47454834,,,
0.959,0.4795,,,,0.47485352,,,
0.9595,0.47975,,,,0.47515869,,,
0.96,0.48,,,,0.47515869,,,
0.9605,0.48025,,,,0.47515869,,,
0.961,0.4805,,,,0.47546387,,,
0.9615,0.48075,,,,0.47576904,,,
0.962,0.481,,,,0.47576904,,,
0.9625,0.48125,,,,0.47607422,,,
0.963,0.4815,,,,0.47607422,,,
0.9635,0.48175,,,,0.47637939,,,
0.964,0.482,,,,0.4776001,,,
0.9645,0.48225,,,,0.47790527,,,
0.965,0.4825,,,,0.47821045,,,
0.9655,0.48275,,,,0.47790527,,,
0.966,0.483,,,,0.47851563,,,
0.9665,0.48325,,,,0.47851563,,,
0.967,0.4835,,,,0.47851563,,,
0.9675,0.48375,,,,0.47912598,,,
0.968,0.484,,,,0.47973633,,,
0.9685,0.48425,,,,0.47912598,,,
0.969,0.4845,,,,0.47973633,,,
0.9695,0.48475,,,,0.47973633,,,
0.97,0.485,,,,0.47973633,,,
0.9705,0.48525,,,,0.48034668,,,
0.971,0.4855,,,,0.48034668,,,
0.9715,0.48575,,,,0.48034668,,,
0.972,0.486,,,,0.48065186,,,
0.9725,0.48625,,,,0.48095703,,,
0.973,0.4865,,,,0.48126221,,,
0.9735,0.48675,,,,0.48156738,,,
0.974,0.487,,,,0.48156738,,,
0.9745,0.48725,,,,0.48156738,,,
0.975,0.4875,,,,0.48217773,,,
0.9755,0.48775,,,,0.48217773,,,
0.976,0.488,,,,0.48217773,,,
0.9765,0.48825,,,,0.48248291,,,
0.977,0.4885,,,,0.48339844,,,
0.9775,0.48875,,,,0.48339844,,,
0.978,0.489,,,,0.48431396,,,
0.9785,0.48925,,,,0.48400879,,,
0.979,0.4895,,,,0.48461914,,,
0.9795,0.48975,,,,0.48461914,,,
0.98,0.49,,,,0.48492432,,,
0.9805,0.49025,,,,0.48553467,,,
0.981,0.4905,,,,0.48553467,,,
0.9815,0.49075,,,,0.48614502,,,
0.982,0.491,,,,0.48614502,,,
0.9825,0.49125,,,,0.48675537,,,
0.983,0.4915,,,,0.48706055,,,
0.9835,0.49175,,,,0.48706055,,,
0.984,0.492,,,,0.48706055,,,
0.9845,0.49225,,,,0.48736572,,,
0.985,0.4925,,,,0.48736572,,,
0.9855,0.49275,,,,0.48736572,,,
0.986,0.493,,,,0.48797607,,,
0.9865,0.49325,,,,0.48828125,,,
0.987,0.4935,,,,0.48858643,,,
0.9875,0.49375,,,,0.48858643,,,
0.988,0.494,,,,0.48919678,,,
0.9885,0.49425,,,,0.48919678,,,
0.989,0.4945,,,,0.48950195,,,
0.9895,0.49475,,,,0.48980713,,,
0.99,0.495,,,,0.49041748,,,
0.9905,0.49525,,,,0.49041748,,,
0.991,0.4955,,,,0.49072266,,,
0.9915,0.49575,,,,0.49102783,,,
0.992,0.496,,,,0.49102783,,,
0.9925,0.49625,,,,0.49163818,,,
0.993,0.4965,,,,0.49163818,,,
0.9935,0.49675,,,,0.49194336,,,
0.994,0.497,,,,0.49224854,,,
0.9945,0.49725,,,,0.49255371,,,
0.995,0.4975,,,,0.49255371,,,
0.9955,0.49775,,,,0.49316406,,,
0.996,0.498,,,,0.49255371,,,
0.9965,0.49825,,,,0.49346924,,,
0.997,0.4985,,,,0.49377441,,,
0.9975,0.49875,,,,0.49438477,,,
0.998,0.499,,,,0.49468994,,,
0.9985,0.49925,,,,0.49438477,,,
0.999,0.4995,,,,0.49468994,,,
0.9995,0.49975,,,,0.49499512,,,
1.0,0.5,,,,0.49530029,,,
1.0005,0.50025,,,,0.49591064,,,
1.001,0.5005,,,,0.49591064,,,
1.0015,0.50075,,,,0.49591064,,,
1.002,0.501,,,,0.49621582,,,
1.0025,0.50125,,,,0.496521,,,
1.003,0.5015,,,,0.49713135,,,
1.0035,0.50175,,,,0.49713135,,,
1.004,0.502,,,,0.49743652,,,
1.0045,0.50225,,,,0.4977417,,,
1.005,0.5025,,,,0.49804688,,,
1.0055,0.50275,,,,0.49804688,,,
1.006,0.503,,,,0.49835205,,,
1.0065,0.50325,,,,0.49865723,,,
1.007,0.5035,,,,0.49865723,,,
1.0075,0.50375,,,,0.4989624,,,
1.008,0.504,,,,0.4989624,,,
1.0085,0.50425,,,,0.49926758,,,
1.009,0.5045,,,,0.49957275,,,
1.0095,0.50475,,,,0.49957275,,,
1.01,0.505,,,,0.49987793,,,
1.0105,0.50525,,,,0.50018311,,,
1.011,0.5055,,,,0.50079346,,,
1.0115,0.50575,,,,0.50140381,,,
1.012,0.506,,,,0.50140381,,,
1.0125,0.50625,,,,0.50140381,,,
1.013,0.5065,,,,0.50170898,,,
1.0135,0.50675,,,,0.50201416,,,
1.014,0.507,,,,0.50262451,,,
1.0145,0.50725,,,,0.50292969,,,
1.015,0.5075,,,,0.50292969,,,
1.0155,0.50775,,,,0.50292969,,,
1.016,0.508,,,,0.50323486,,,
1.0165,0.50825,,,,0.50323486,,,
1.017,0.5085,,,,0.50354004,,,
1.0175,0.50875,,,,0.50354004,,,
1.018,0.509,,,,0.50354004,,,
1.0185,0.50925,,,,0.50384521,,,
1.019,0.5095,,,,0.50445557,,,
1.0195,0.50975,,,,0.50476074,,,
1.02,0.51,,,,0.50506592,,,
1.0205,0.51025,,,,0.50537109,,,
1.021,0.5105,,,,0.50506592,,,
1.0215,0.51075,,,,0.50537109,,,
1.022,0.511,,,,0.50567627,,,
1.0225,0.51125,,,,0.50567627,,,
1.023,0.5115,,,,0.50628662,,,
1.0235,0.51175,,,,0.50628662,,,
1.024,0.512,,,,0.50628662,,,
1.0245,0.51225,,,,0.50689697,,,
1.025,0.5125,,,,0.50720215,,,
1.0255,0.51275,,,,0.50750732,,,
1.026,0.513,,,,0.50811768,,,
1.0265,0.51325,,,,0.5078125,,,
1.027,0.5135,,,,0.50842285,,,
1.0275,0.51375,,,,0.50872803,,,
1.028,0.514,,,,0.5090332,,,
1.0285,0.51425,,,,0.50933838,,,
1.029,0.5145,,,,0.5090332,,,
1.0295,0.51475,,,,0.50933838,,,
1.03,0.515,,,,0.50994873,,,
1.0305,0.51525,,,,0.51025391,,,
1.031,0.5155,,,,0.51086426,,,
1.0315,0.51575,,,,0.51086426,,,
1.032,0.516,,,,0.51116943,,,
1.0325,0.51625,,,,0.51116943,,,
1.033,0.5165,,,,0.51177979,,,
1.0335,0.51675,,,,0.51177979,,,
1.034,0.517,,,,0.51239014,,,
1.0345,0.51725,,,,0.51239014,,,
1.035,0.5175,,,,0.51239014,,,
1.0355,0.51775,,,,0.51269531,,,
1.036,0.518,,,,0.51300049,,,
1.0365,0.51825,,,,0.51330566,,,
1.037,0.5185,,,,0.51361084,,,
1.0375,0.51875,,,,0.51361084,,,
1.038,0.519,,,,0.51422119,,,
1.0385,0.51925,,,,0.51483154,,,
1.039,0.5195,,,,0.51483154,,,
1.0395,0.51975,,,,0.51483154,,,
1.04,0.52,,,,0.51483154,,,
1.0405,0.52025,,,,0.51513672,,,
1.041,0.5205,,,,0.51544189,,,
1.0415,0.52075,,,,0.51544189,,,
1.042,0.521,,,,0.51574707,,,
1.0425,0.52125,,,,0.51605225,,,
1.043,0.5215,,,,0.51605225,,,
1.0435,0.52175,,,,0.51635742,,,
1.044,0.522,,,,0.5166626,,,
1.0445,0.52225,,,,0.51696777,,,
1.045,0.5225,,,,0.51757812,,,
1.0455,0.52275,,,,0.51757812,,,
1.046,0.523,,,,0.51757812,,,
1.0465,0.52325,,,,0.5178833,,,
1.047,0.5235,,,,0.51849365,,,
1.0475,0.52375,,,,0.51879883,,,
1.048,0.524,,,,0.51940918,,,
1.0485,0.52425,,,,0.519104,,,
1.049,0.5245,,,,0.51971436,,,
1.0495,0.52475,,,,0.52001953,,,
1.05,0.525,,,,0.52001953,,,
1.0505,0.52525,,,,0.52032471,,,
1.051,0.5255,,,,0.52062988,,,
1.0515,0.52575,,,,0.52062988,,,
1.052,0.526,,,,0.52093506,,,
1.0525,0.52625,,,,0.52124023,,,
1.053,0.5265,,,,0.52124023,,,
1.0535,0.52675,,,,0.52154541,,,
1.054,0.527,,,,0.52154541,,,
1.0545,0.52725,,,,0.52185059,,,
1.055,0.5275,,,,0.52215576,,,
1.0555,0.52775,,,,0.52246094,,,
1.056,0.528,,,,0.52276611,,,
1.0565,0.52825,,,,0.52307129,,,
1.057,0.5285,,,,0.52307129,,,
1.0575,0.52875,,,,0.52337646,,,
1.058,0.529,,,,0.52368164,,,
1.0585,0.52925,,,,0.52429199,,,
1.059,0.5295,,,,0.52490234,,,
1.0595,0.52975,,,,0.52459717,,,
1.06,0.53,,,,0.52520752,,,
1.0605,0.53025,,,,0.52520752,,,
1.061,0.5305,,,,0.5255127,,,
1.0615,0.53075,,,,0.52581787,,,
1.062,0.531,,,,0.52581787,,,
1.0625,0.53125,,,,0.52581787,,,
1.063,0.5315,,,,0.52642822,,,
1.0635,0.53175,,,,0.52703857,,,
1.064,0.532,,,,0.52703857,,,
1.0645,0.53225,,,,0.52734375,,,
1.065,0.5325,,,,0.52703857,,,
1.0655,0.53275,,,,0.52734375,,,
1.066,0.533,,,,0.5279541,,,
1.0665,0.53325,,,,0.5279541,,,
1.067,0.5335,,,,0.52856445,,,
1.0675,0.53375,,,,0.52856445,,,
1.068,0.534,,,,0.52856445,,,
1.0685,0.53425,,,,0.52856445,,,
1.069,0.5345,,,,0.52886963,,,
1.0695,0.53475,,,,0.5291748,,,
1.07,0.535,,,,0.5291748,,,
1.0705,0.53525,,,,0.5291748,,,
1.071,0.5355,,,,0.52978516,,,
1.0715,0.53575,,,,0.53009033,,,
1.072,0.536,,,,0.53039551,,,
1.0725,0.53625,,,,0.53039551,,,
1.073,0.5365,,,,0.53070068,,,
1.0735,0.53675,,,,0.53070068,,,
1.074,0.537,,,,0.53100586,,,
1.0745,0.53725,,,,0.53192139,,,
1.075,0.5375,,,,0.53222656,,,
1.0755,0.53775,,,,0.53314209,,,
1.076,0.538,,,,0.53283691,,,
1.0765,0.53825,,,,0.53283691,,,
1.077,0.5385,,,,0.53314209,,,
1.0775,0.53875,,,,0.53344727,,,
1.078,0.539,,,,0.53344727,,,
1.0785,0.53925,,,,0.53375244,,,
1.079,0.5395,,,,0.53375244,,,
1.0795,0.53975,,,,0.53405762,,,
1.08,0.54,,,,0.53527832,,,
1.0805,0.54025,,,,0.53527832,,,
1.081,0.5405,,,,0.5355835,,,
1.0815,0.54075,,,,0.5355835,,,
1.082,0.541,,,,0.53588867,,,
1.0825,0.54125,,,,0.53619385,,,
1.083,0.5415,,,,0.5368042,,,
1.0835,0.54175,,,,0.53710937,,,
1.084,0.542,,,,0.53741455,,,
1.0845,0.54225,,,,0.53741455,,,
1.085,0.5425,,,,0.53741455,,,
1.0855,0.54275,,,,0.53771973,,,
1.086,0.543,,,,0.5380249,,,
1.0865,0.54325,,,,0.53863525,,,
1.087,0.5435,,,,0.53863525,,,
1.0875,0.54375,,,,0.53863525,,,
1.088,0.544,,,,0.53894043,,,
1.0885,0.54425,,,,0.53924561,,,
1.089,0.5445,,,,0.53924561,,,
1.0895,0.54475,,,,0.53955078,,,
1.09,0.545,,,,0.53955078,,,
1.0905,0.54525,,,,0.54016113,,,
1.091,0.5455,,,,0.54046631,,,
1.0915,0.54575,,,,0.54046631,,,
1.092,0.546,,,,0.54077148,,,
1.0925,0.54625,,,,0.54077148,,,
1.093,0.5465,,,,0.54107666,,,
1.0935,0.54675,,,,0.54138184,,,
1.094,0.547,,,,0.54138184,,,
1.0945,0.54725,,,,0.54138184,,,
1.095,0.5475,,,,0.54199219,,,
1.0955,0.54775,,,,0.54229736,,,
1.096,0.548,,,,0.54260254,,,
1.0965,0.54825,,,,0.54260254,,,
1.097,0.5485,,,,0.54290771,,,
1.0975,0.54875,,,,0.54321289,,,
1.098,0.549,,,,0.54290771,,,
1.0985,0.54925,,,,0.54351807,,,
1.099,0.5495,,,,0.54412842,,,
1.0995,0.54975,,,,0.54412842,,,
1.1,0.55,,,,0.54443359,,,
1.1005,0.55025,,,,0.54473877,,,
1.101,0.5505,,,,0.54473877,,,
1.1015,0.55075,,,,0.54504395,,,
1.102,0.551,,,,0.54534912,,,
1.1025,0.55125,,,,0.5456543,,,
1.103,0.5515,,,,0.54626465,,,
1.1035,0.55175,,,,0.54626465,,,
1.104,0.552,,,,0.54626465,,,
1.1045,0.55225,,,,0.54626465,,,
1.105,0.5525,,,,0.54656982,,,
1.1055,0.55275,,,,0.54718018,,,
1.106,0.553,,,,0.54779053,,,
1.1065,0.55325,,,,0.54748535,,,
1.107,0.5535,,,,0.5480957,,,
1.1075,0.55375,,,,0.54840088,,,
1.108,0.554,,,,0.54870605,,,
1.1085,0.55425,,,,0.54901123,,,
1.109,0.5545,,,,0.54901123,,,
1.1095,0.55475,,,,0.54901123,,,
1.11,0.555,,,,0.54931641,,,
1.1105,0.55525,,,,0.54962158,,,
1.111,0.5555,,,,0.54962158,,,
1.1115,0.55575,,,,0.54992676,,,
1.112,0.556,,,,0.54992676,,,
1.1125,0.55625,,,,0.55023193,,,
1.113,0.5565,,,,0.55084229,,,
1.1135,0.55675,,,,0.55084229,,,
1.114,0.557,,,,0.55114746,,,
1.1145,0.55725,,,,0.55145264,,,
1.115,0.5575,,,,0.55145264,,,
1.1155,0.55775,,,,0.55175781,,,
1.116,0.558,,,,0.55206299,,,
1.1165,0.55825,,,,0.55206299,,,
1.117,0.5585,,,,0.55267334,,,
1.1175,0.55875,,,,0.55236816,,,
1.118,0.559,,,,0.55297852,,,
1.1185,0.55925,,,,0.55389404,,,
1.119,0.5595,,,,0.55419922,,,
1.1195,0.55975,,,,0.55450439,,,
1.12,0.56,,,,0.55450439,,,
1.1205,0.56025,,,,0.55450439,,,
1.121,0.5605,,,,0.55480957,,,
1.1215,0.56075,,,,0.55480957,,,
1.122,0.561,,,,0.55511475,,,
1.1225,0.56125,,,,0.55541992,,,
1.123,0.5615,,,,0.55541992,,,
1.1235,0.56175,,,,0.5557251,,,
1.124,0.562,,,,0.5557251,,,
1.1245,0.56225,,,,0.55633545,,,
1.125,0.5625,,,,0.55633545,,,
1.1255,0.56275,,,,0.55664062,,,
1.126,0.563,,,,0.55664062,,,
1.1265,0.56325,,,,0.5569458,,,
1.127,0.5635,,,,0.55755615,,,
1.1275,0.56375,,,,0.55786133,,,
1.128,0.564,,,,0.55786133,,,
1.1285,0.56425,,,,0.55786133,,,
1.129,0.5645,,,,0.5581665,,,
1.1295,0.56475,,,,0.55877686,,,
1.13,0.565,,,,0.55908203,,,
1.1305,0.56525,,,,0.55908203,,,
1.131,0.5655,,,,0.55938721,,,
1.1315,0.56575,,,,0.55969238,,,
1.132,0.566,,,,0.55969238,,,
1.1325,0.56625,,,,0.55999756,,,
1.133,0.5665,,,,0.55999756,,,
1.1335,0.56675,,,,0.56030273,,,
1.134,0.567,,,,0.56060791,,,
1.1345,0.56725,,,,0.56091309,,,
1.135,0.5675,,,,0.56152344,,,
1.1355,0.56775,,,,0.56182861,,,
1.136,0.568,,,,0.56274414,,,
1.1365,0.56825,,,,0.56274414,,,
1.137,0.5685,,,,0.56274414,,,
1.1375,0.56875,,,,0.56304932,,,
1.138,0.569,,,,0.56335449,,,
1.1385,0.56925,,,,0.56335449,,,
1.139,0.5695,,,,0.56396484,,,
1.1395,0.56975,,,,0.56427002,,,
1.14,0.57,,,,0.5645752,,,
1.1405,0.57025,,,,0.56488037,,,
1.141,0.5705,,,,0.56488037,,,
1.1415,0.57075,,,,0.56549072,,,
1.142,0.571,,,,0.56549072,,,
1.1425,0.57125,,,,0.56549072,,,
1.143,0.5715,,,,0.56610107,,,
1.1435,0.57175,,,,0.56610107,,,
1.144,0.572,,,,0.56640625,,,
1.1445,0.57225,,,,0.56671143,,,
1.145,0.5725,,,,0.56671143,,,
1.1455,0.57275,,,,0.56671143,,,
1.146,0.573,,,,0.56671143,,,
1.1465,0.57325,,,,0.5670166,,,
1.147,0.5735,,,,0.5670166,,,
1.1475,0.57375,,,,0.56732178,,,
1.148,0.574,,,,0.56793213,,,
1.1485,0.57425,,,,0.56793213,,,
1.149,0.5745,,,,0.56854248,,,
1.1495,0.57475,,,,0.56884766,,,
1.15,0.575,,,,0.56884766,,,
1.1505,0.57525,,,,0.56945801,,,
1.151,0.5755,,,,0.56915283,,,
1.1515,0.57575,,,,0.56945801,,,
1.152,0.576,,,,0.57006836,,,
1.1525,0.57625,,,,0.57098389,,,
1.153,0.5765,,,,0.57128906,,,
1.1535,0.57675,,,,0.57128906,,,
1.154,0.577,,,,0.57098389,,,
1.1545,0.57725,,,,0.57128906,,,
1.155,0.5775,,,,0.57159424,,,
1.1555,0.57775,,,,0.57189941,,,
1.156,0.578,,,,0.57220459,,,
1.1565,0.57825,,,,0.57189941,,,
1.157,0.5785,,,,0.57281494,,,
1.1575,0.57875,,,,0.57281494,,,
1.158,0.579,,,,0.57312012,,,
1.1585,0.57925,,,,0.57342529,,,
1.159,0.5795,,,,0.57342529,,,
1.1595,0.57975,,,,0.57403564,,,
1.16,0.58,,,,0.574646,,,
1.1605,0.58025,,,,0.574646,,,
1.161,0.5805,,,,0.574646,,,
1.1615,0.58075,,,,0.57525635,,,
1.162,0.581,,,,0.57525635,,,
1.1625,0.58125,,,,0.57556152,,,
1.163,0.5815,,,,0.5758667,,,
1.1635,0.58175,,,,0.57617187,,,
1.164,0.582,,,,0.57647705,,,
1.1645,0.58225,,,,0.57647705,,,
1.165,0.5825,,,,0.57647705,,,
1.1655,0.58275,,,,0.5770874,,,
1.166,0.583,,,,0.57739258,,,
1.1665,0.58325,,,,0.5770874,,,
1.167,0.5835,,,,0.57800293,,,
1.1675,0.58375,,,,0.57800293,,,
1.168,0.584,,,,0.57800293,,,
1.1685,0.58425,,,,0.57830811,,,
1.169,0.5845,,,,0.57861328,,,
1.1695,0.58475,,,,0.57861328,,,
1.17,0.585,,,,0.57891846,,,
1.1705,0.58525,,,,0.57891846,,,
1.171,0.5855,,,,0.57891846,,,
1.1715,0.58575,,,,0.57922363,,,
1.172,0.586,,,,0.57952881,,,
1.1725,0.58625,,,,0.57983398,,,
1.173,0.5865,,,,0.57983398,,,
1.1735,0.58675,,,,0.58013916,,,
1.174,0.587,,,,0.58105469,,,
1.1745,0.58725,,,,0.58105469,,,
1.175,0.5875,,,,0.58135986,,,
1.1755,0.58775,,,,0.58135986,,,
1.176,0.588,,,,0.58166504,,,
1.1765,0.58825,,,,0.58166504,,,
1.177,0.5885,,,,0.58197021,,,
1.1775,0.58875,,,,0.58227539,,,
1.178,0.589,,,,0.58288574,,,
1.1785,0.58925,,,,0.58258057,,,
1.179,0.5895,,,,0.58319092,,,
1.1795,0.58975,,,,0.58349609,,,
1.18,0.59,,,,0.58380127,,,
1.1805,0.59025,,,,0.58380127,,,
1.181,0.5905,,,,0.58380127,,,
1.1815,0.59075,,,,0.58441162,,,
1.182,0.591,,,,0.5847168,,,
1.1825,0.59125,,,,0.58502197,,,
1.183,0.5915,,,,0.58502197,,,
1.1835,0.59175,,,,0.58532715,,,
1.184,0.592,,,,0.58532715,,,
1.1845,0.59225,,,,0.58563232,,,
1.185,0.5925,,,,0.58563232,,,
1.1855,0.59275,,,,0.58624268,,,
1.186,0.593,,,,0.58685303,,,
1.1865,0.59325,,,,0.58685303,,,
1.187,0.5935,,,,0.5871582,,,
1.1875,0.59375,,,,0.5871582,,,
1.188,0.594,,,,0.58746338,,,
1.1885,0.59425,,,,0.58776855,,,
1.189,0.5945,,,,0.58776855,,,
1.1895,0.59475,,,,0.58837891,,,
1.19,0.595,,,,0.58868408,,,
1.1905,0.59525,,,,0.58929443,,,
1.191,0.5955,,,,0.58929443,,,
1.1915,0.59575,,,,0.58929443,,,
1.192,0.596,,,,0.58929443,,,
1.1925,0.59625,,,,0.58929443,,,
1.193,0.5965,,,,0.58990479,,,
1.1935,0.59675,,,,0.59051514,,,
1.194,0.597,,,,0.59051514,,,
1.1945,0.59725,,,,0.59051514,,,
1.195,0.5975,,,,0.59082031,,,
1.1955,0.59775,,,,0.59143066,,,
1.196,0.598,,,,0.59173584,,,
1.1965,0.59825,,,,0.59204102,,,
1.197,0.5985,,,,0.59234619,,,
1.1975,0.59875,,,,0.59234619,,,
1.198,0.599,,,,0.59265137,,,
1.1985,0.59925,,,,0.59265137,,,
1.199,0.5995,,,,0.59295654,,,
1.1995,0.59975,,,,0.59356689,,,
1.2,0.6,,,,0.59356689,,,
1.2005,0.60025,,,,0.59356689,,,
1.201,0.6005,,,,0.59387207,,,
1.2015,0.60075,,,,0.59417725,,,
1.202,0.601,,,,0.5947876,,,
1.2025,0.60125,,,,0.59509277,,,
1.203,0.6015,,,,0.59539795,,,
1.2035,0.60175,,,,0.59539795,,,
1.204,0.602,,,,0.59539795,,,
1.2045,0.60225,,,,0.59570312,,,
1.205,0.6025,,,,0.59631348,,,
1.2055,0.60275,,,,0.59661865,,,
1.206,0.603,,,,0.59692383,,,
1.2065,0.60325,,,,0.59692383,,,
1.207,0.6035,,,,0.597229,,,
1.2075,0.60375,,,,0.59753418,,,
1.208,0.604,,,,0.59783936,,,
1.2085,0.60425,,,,0.59814453,,,
1.209,0.6045,,,,0.59814453,,,
1.2095,0.60475,,,,0.59814453,,,
1.21,0.605,,,,0.59906006,,,
1.2105,0.60525,,,,0.59906006,,,
1.211,0.6055,,,,0.59967041,,,
1.2115,0.60575,,,,0.59967041,,,
1.212,0.606,,,,0.59967041,,,
1.2125,0.60625,,,,0.59997559,,,
1.213,0.6065,,,,0.59997559,,,
1.2135,0.60675,,,,0.60028076,,,
